x/d,Reb,Prb,Bo,Cp_bar/Cpb,Dens_w/Dens_b,Nu
7.87109375,3710.353929,2.845742806,3e-06,2.176353416,0.28631755600000003,0.0
7.91015625,3711.325432,2.846646489,3e-06,2.1733209159999998,0.286141294,0.0
7.94921875,3712.2957869999996,2.847543903,3e-06,2.170332263,0.285967371,0.0
7.98828125,3713.263829,2.848436023,3e-06,2.167380183,0.28579529800000003,0.0
8.02734375,3714.227756,2.849321924,3e-06,2.1644422480000003,0.285623177,0.0
8.06640625,3715.1861259999996,2.850201067,3e-06,2.1614398280000002,0.285457749,0.0
8.10546875,3716.138428,2.851074845,3e-06,2.158368006,0.285293544,0.0
8.14453125,3717.0855560000005,2.851946569,3e-06,2.155245365,0.285124643,0.0
8.18359375,3718.0295579999997,2.8528202119999997,3e-06,2.15207343,0.284951415,0.0
8.22265625,3718.972704,2.85369932,3e-06,2.1488567659999998,0.284774428,0.0
8.26171875,3719.916637,2.8545866010000003,3e-06,2.145602433,0.284594383,0.0
8.30078125,3720.8616810000003,2.855483076,3e-06,2.1423148640000003,0.284411662,0.0
8.33984375,3721.807657,2.8563883469999998,3e-06,2.138994602,0.28422624399999996,0.0
8.37890625,3722.7548859999997,2.8573014110000003,3e-06,2.135651724,0.284038798,0.0
8.41796875,3723.703161,2.858219732,3e-06,2.13229685,0.283849927,0.0
8.45703125,3724.650764,2.859138684,3e-06,2.128945288,0.28366045100000004,0.0
8.49609375,3725.595811,2.860053845,3e-06,2.125617244,0.283471605,0.0
8.53515625,3726.5374979999997,2.860963369,3e-06,2.1223186640000002,0.283283726,0.0
8.57421875,3727.476357,2.86186876,3e-06,2.1190353319999997,0.283095831,0.0
8.61328125,3728.408797,2.862844818,3e-06,2.115659547,0.282907189,0.0
8.65234375,3729.335694,2.863904272,3e-06,2.112175809,0.282717798,0.0
8.69140625,3730.2601979999995,2.864957801,3e-06,2.108695782,0.282527238,0.0
8.73046875,3731.176326,2.865993379,3e-06,2.105222825,0.282334794,0.0
8.76953125,3732.0844850000003,2.8670124180000003,3e-06,2.10174264,0.282139428,0.0
8.80859375,3732.989888,2.8680277480000003,3e-06,2.098232636,0.281940346,0.0
8.84765625,3733.89598,2.869049806,3e-06,2.094684026,0.281737655,0.0
8.88671875,3734.8032789999997,2.8700812,3e-06,2.091089894,0.281530962,0.0
8.92578125,3735.7116920000003,2.8711201969999998,3e-06,2.087448141,0.28131990100000004,0.0
8.96484375,3736.621714,2.8721645860000002,3e-06,2.083697396,0.281121037,0.0
9.00390625,3737.5339310000004,2.873212594,3e-06,2.079897131,0.280918854,0.0
9.04296875,3738.448285,2.8742622860000004,3e-06,2.0760537980000002,0.280712415,0.0
9.08203125,3739.364439,2.875311763,3e-06,2.072162328,0.280501134,0.0
9.12109375,3740.282803,2.8763602789999996,3e-06,2.068223254,0.280284932,0.0
9.16015625,3741.203904,2.877407415,3e-06,2.0642375580000003,0.280063788,0.0
9.19921875,3742.126747,2.878451112,3e-06,2.060207156,0.279837623,0.0
9.23828125,3743.049004,2.879488252,3e-06,2.056139459,0.279606698,0.0
9.27734375,3743.9681259999998,2.880516415,3e-06,2.052041264,0.279371288,0.0
9.31640625,3744.8813210000003,2.88153401,3e-06,2.0479185230000003,0.279131678,0.0
9.35546875,3745.785719,2.8825401810000004,3e-06,2.043778729,0.278888339,0.0
9.39453125,3746.679435,2.883535176,3e-06,2.03963422,0.278642222,0.0
9.43359375,3747.562058,2.884520043,3e-06,2.035492318,0.278393966,0.0
9.47265625,3748.435003,2.885496977,3e-06,2.031352833,0.27814371600000004,0.0
9.51171875,3749.30121,2.8864696839999997,3e-06,2.027210865,0.277891364,0.0
9.55078125,3750.164561,2.8874435939999996,3e-06,2.023066526,0.277637339,0.0
9.58984375,3751.029455,2.888425984,3e-06,2.018921979,0.277382389,0.0
9.62890625,3751.900386,2.889425085,3e-06,2.014753605,0.27713261100000003,0.0
9.66796875,3752.7809369999995,2.890447352,3e-06,2.010519491,0.276895114,0.0
9.70703125,3753.6712119999997,2.891492646,3e-06,2.006250674,0.27665526,0.0
9.74609375,3754.566556,2.892552138,3e-06,2.001951621,0.276412655,0.0
9.78515625,3755.4598869999995,2.8936124960000003,3e-06,1.9976484,0.276168202,0.0
9.82421875,3756.346905,2.89466478,3e-06,1.993368706,0.275923305,0.0
9.86328125,3757.2288369999997,2.895709151,3e-06,1.989131159,0.27567942300000003,0.0
9.90234375,3758.110182,2.896750603,3e-06,1.984937116,0.27543708699999997,0.0
9.94140625,3758.993346,2.897789804,3e-06,1.9807833469999998,0.275196139,0.0
9.98046875,3759.8768700000005,2.898821452,3e-06,1.976668457,0.274956086,0.0
10.01953125,3760.760106,2.899844641,3e-06,1.972592769,0.274716913,0.0
10.05859375,3761.645939,2.9008689760000004,3e-06,1.9685537469999999,0.274479212,0.0
10.09765625,3762.538643,2.901908127,3e-06,1.964550232,0.274244014,0.0
10.13671875,3763.440618,2.9029703380000003,3e-06,1.960581959,0.274011995,0.0
10.17578125,3764.352167,2.9040573689999998,3e-06,1.956650147,0.273783437,0.0
10.21484375,3765.27417,2.9051703989999997,3e-06,1.952756661,0.273558631,0.0
10.25390625,3766.208399,2.9063117210000002,3e-06,1.948894035,0.27333933,0.0
10.29296875,3767.1546399999997,2.9074795339999997,3e-06,1.945016946,0.273137822,0.0
10.33203125,3768.10914,2.9086642680000003,3e-06,1.941172555,0.27293883,0.0
10.37109375,3769.0664130000005,2.909852158,3e-06,1.937356585,0.272740998,0.0
10.41015625,3770.0221079999997,2.911032366,3e-06,1.933564677,0.27254317699999997,0.0
10.44921875,3770.974685,2.912201353,3e-06,1.929787435,0.27234438699999997,0.0
10.48828125,3771.9250060000004,2.913361688,3e-06,1.92600795,0.27214352399999997,0.0
10.52734375,3772.874354,2.914517231,3e-06,1.922210485,0.27193965,0.0
10.56640625,3773.8231939999996,2.9156698960000003,3e-06,1.918385798,0.271732163,0.0
10.60546875,3774.771639,2.9168201189999996,3e-06,1.914530342,0.27152077399999996,0.0
10.64453125,3775.7193450000004,2.9179673999999998,3e-06,1.910644974,0.271305465,0.0
10.68359375,3776.664893,2.9191099169999997,3e-06,1.906731785,0.271086208,0.0
10.72265625,3777.606844,2.920246153,3e-06,1.902792379,0.270862964,0.0
10.76171875,3778.5451369999996,2.921377115,3e-06,1.898825176,0.270635637,0.0
10.80078125,3779.4809520000003,2.9225064310000004,3e-06,1.8948293269999998,0.270404394,0.0
10.83984375,3780.416792,2.923640602,3e-06,1.890806917,0.270169869,0.0
10.87890625,3781.3572229999995,2.9247896410000003,3e-06,1.886762526,0.26993318,0.0
10.91796875,3782.3064640000002,2.925962047,3e-06,1.882668842,0.269705446,0.0
10.95703125,3783.264073,2.927156293,3e-06,1.87854131,0.26948301399999997,0.0
10.99609375,3784.22509,2.9283604569999997,3e-06,1.874406253,0.269259236,0.0
11.03515625,3785.184108,2.92956135,3e-06,1.870276263,0.26903405199999997,0.0
11.07421875,3786.13905,2.930753915,3e-06,1.866160658,0.268807785,0.0
11.11328125,3787.0918229999997,2.9319425580000003,3e-06,1.862064664,0.268581182,0.0
11.15234375,3788.045164,2.9331341010000003,3e-06,1.857991132,0.268355002,0.0
11.19140625,3788.999804,2.9343308460000004,3e-06,1.853945084,0.268129835,0.0
11.23046875,3789.954345,2.93552914,3e-06,1.8499350669999999,0.2679061,0.0
11.26953125,3790.906577,2.936722459,3e-06,1.845971117,0.267684119,0.0
11.30859375,3791.8553409999995,2.937906105,3e-06,1.842066209,0.267464611,0.0
11.34765625,3792.801209,2.9390796530000003,3e-06,1.838230321,0.267248401,0.0
11.38671875,3793.747782,2.9402482999999995,3e-06,1.834463315,0.26703595399999996,0.0
11.42578125,3794.701528,2.941421703,3e-06,1.830754456,0.266827228,0.0
11.46484375,3795.66631,2.9426083660000004,3e-06,1.827090879,0.26662190199999997,0.0
11.50390625,3796.641861,2.943813703,3e-06,1.823442671,0.266426025,0.0
11.54296875,3797.627445,2.9450413810000002,3e-06,1.819801072,0.26623989800000003,0.0
11.58203125,3798.620383,2.9462894310000003,3e-06,1.816190846,0.266056544,0.0
11.62109375,3799.614858,2.947548625,3e-06,1.8126197169999998,0.265875894,0.0
11.66015625,3800.6066140000003,2.9488074610000004,3e-06,1.8090926459999999,0.26569749800000003,0.0
11.69921875,3801.5967990000004,2.9500564519999997,3e-06,1.805611857,0.265520844,0.0
11.73828125,3802.591305,2.951294059,3e-06,1.8021706869999998,0.26534532899999996,0.0
11.77734375,3803.5945450000004,2.9525274410000004,3e-06,1.798753737,0.26517031399999996,0.0
11.81640625,3804.608154,2.953766625,3e-06,1.7953470130000002,0.264995475,0.0
11.85546875,3805.6324259999997,2.955016683,3e-06,1.791942898,0.264820598,0.0
11.89453125,3806.6658159999997,2.956274402,3e-06,1.7885421330000002,0.264645495,0.0
11.93359375,3807.705002,2.9575317560000003,3e-06,1.785150227,0.264469988,0.0
11.97265625,3808.7451530000003,2.95877978,3e-06,1.781774721,0.26429399600000003,0.0
12.01171875,3809.780468,2.9600097080000003,3e-06,1.778425897,0.264117682,0.0
12.05078125,3810.8070350000003,2.96121645,3e-06,1.775111128,0.263941266,0.0
12.08984375,3811.825178,2.9624024469999997,3e-06,1.771829782,0.263764908,0.0
12.12890625,3812.838026,2.963576152,3e-06,1.7685789840000001,0.26358904899999996,0.0
12.16796875,3813.849514,2.964748202,3e-06,1.765338554,0.263419072,0.0
12.20703125,3814.8641030000003,2.9659290080000003,3e-06,1.762099061,0.26325661699999997,0.0
12.24609375,3815.8868520000005,2.967127317,3e-06,1.7588738309999998,0.263095619,0.0
12.28515625,3816.9222729999997,2.9683480319999997,3e-06,1.755654338,0.262935792,0.0
12.32421875,3817.9718740000003,2.969588433,3e-06,1.752435265,0.26277652,0.0
12.36328125,3819.031996,2.9708352469999997,3e-06,1.7492146119999998,0.26261664,0.0
12.40234375,3820.094602,2.9720671989999996,3e-06,1.7459943969999998,0.262454694,0.0
12.44140625,3821.1500159999996,2.973261359,3e-06,1.742781516,0.26228948,0.0
12.48046875,3822.1896950000005,2.9743992280000002,3e-06,1.7395828569999998,0.262120129,0.0
12.51953125,3823.2092380000004,2.975472812,3e-06,1.736398535,0.261946028,0.0
12.55859375,3824.210244,2.9764887939999998,3e-06,1.733218999,0.261766895,0.0
