,StopID,Days,Hours,Predict,Target,APE
1917,1,0,8,356.58,332,0.074023
1918,2,0,8,567.32,529,0.07244199999999999
1919,3,0,9,743.43,670,0.109596
1920,4,0,9,780.16,701,0.112918
1921,5,0,9,883.92,803,0.100775
1922,6,0,9,937.32,862,0.08737400000000001
1923,7,0,9,1088.21,1010,0.077439
1924,8,0,9,1150.36,1075,0.070103
1925,9,0,9,1359.3,1278,0.06361599999999999
1926,11,0,9,1489.38,1405,0.060057000000000006
1927,12,0,9,1512.62,1426,0.060746
1928,13,0,9,1643.28,1559,0.05405700000000001
1929,14,0,9,1777.84,1685,0.055097
1930,15,0,9,1855.27,1760,0.05413099999999999
1931,16,0,9,2005.64,1909,0.050621
1932,17,0,9,2153.37,2053,0.048887
1933,18,0,9,2235.38,2132,0.04849
1934,19,0,9,2340.82,2239,0.045477
1935,0,2,1,175.13,192,0.08787400000000001
1936,1,2,1,283.89,292,0.027762000000000002
1937,2,2,1,376.3,394,0.044922000000000004
1938,3,2,1,493.49,555,0.11083599999999999
1939,4,2,1,539.4,595,0.09345099999999999
1940,5,2,1,626.12,687,0.088611
1941,6,2,1,696.78,754,0.07588400000000001
1942,7,2,1,854.69,925,0.07600599999999999
1943,8,2,1,919.96,994,0.074485
1944,9,2,1,1134.33,1234,0.08076900000000001
1945,11,2,1,1261.28,1354,0.068482
1946,12,2,1,1291.69,1400,0.077364
1947,14,2,1,1464.03,1589,0.07864700000000001
1948,15,2,1,1523.83,1660,0.08203099999999999
1949,16,2,1,1643.77,1780,0.076535
1950,17,2,1,1755.86,1879,0.065537
1951,18,2,2,1828.55,1969,0.07132899999999999
1952,20,2,2,2178.73,2350,0.072882
1953,22,2,2,2260.32,2420,0.065982
1954,0,2,11,183.84,180,0.021325
1955,2,2,11,391.74,396,0.010756
1956,3,2,11,627.1,650,0.035229
1957,4,2,11,679.65,700,0.029075
1958,6,2,11,789.7,809,0.023851
1959,7,2,11,957.29,977,0.020178
1960,10,2,12,1039.7,1077,0.034629
1961,11,2,12,1168.53,1217,0.039826
1962,12,2,12,1201.95,1260,0.046074000000000004
1963,13,2,12,1367.25,1417,0.035113
1964,14,2,12,1536.61,1577,0.025613999999999998
1965,15,2,12,1631.6,1678,0.027652
1966,16,2,12,1775.95,1863,0.046727
1967,17,2,12,1929.43,2019,0.044366
1968,18,2,12,2012.67,2089,0.036539999999999996
1969,19,2,12,2117.36,2189,0.032729
1970,22,2,12,2176.08,2239,0.028102999999999996
1971,0,3,1,88.73,101,0.121473
1972,1,3,1,240.33,251,0.042506999999999996
1973,2,3,1,368.65,381,0.032421
1974,3,3,1,494.59,531,0.068561
1975,4,3,1,567.12,611,0.071812
1976,5,3,1,676.79,711,0.048118
1977,6,3,1,756.25,790,0.042719
1978,7,3,1,929.61,952,0.023518999999999998
1979,8,3,1,991.99,1012,0.019768
1980,9,3,1,1115.59,1122,0.0057090000000000005
1981,11,3,1,1220.83,1212,0.007287999999999999
1982,12,3,1,1249.28,1247,0.001832
1983,13,3,1,1413.23,1412,0.0008730000000000001
1984,14,3,1,1591.07,1592,0.000587
1985,15,3,1,1665.39,1672,0.003954
1986,16,3,1,1779.02,1782,0.0016719999999999999
1987,17,3,1,1893.21,1882,0.005957
1988,18,3,1,2016.26,2002,0.007121
1989,20,3,1,2287.65,2320,0.013946
1990,22,3,1,2342.2,2390,0.020002000000000002
1991,0,3,8,232.38,221,0.051503999999999994
1992,1,3,8,398.36,381,0.045571
1993,2,3,8,581.76,561,0.037005
1994,3,3,8,771.43,801,0.036922
1995,4,3,8,875.08,908,0.036258
1996,5,3,8,962.11,981,0.019252000000000002
1997,6,3,8,1046.7,1062,0.014406
1998,7,3,8,1210.19,1217,0.005593
1999,8,3,8,1287.0,1292,0.003871
2000,9,3,8,1475.08,1502,0.017921
2001,11,3,9,1634.91,1656,0.012736
2002,12,3,9,1660.21,1676,0.009424
2003,13,3,9,1809.36,1826,0.009115
2004,14,3,9,1918.88,1935,0.008331
2005,15,3,9,1990.06,2016,0.012866999999999998
2006,16,3,9,2162.8,2187,0.011064000000000001
2007,17,3,9,2307.75,2321,0.0057079999999999995
2008,18,3,9,2411.7,2427,0.0063030000000000004
2009,19,3,9,2509.36,2528,0.007372
2010,20,3,9,2753.1,2768,0.005383
2011,21,3,9,2989.59,3057,0.02205
2012,22,3,9,3071.59,3138,0.021163
2013,0,3,13,93.64,91,0.029006999999999998
2014,1,3,13,200.42,199,0.007135
2015,2,3,13,331.81,336,0.012483
2016,3,3,13,568.58,568,0.001017
2017,4,3,13,648.53,630,0.029407
2018,5,3,13,755.54,725,0.04213
2019,6,3,13,823.92,792,0.0403
2020,7,3,13,990.04,957,0.034522000000000004
2021,8,3,13,1064.37,1032,0.031363999999999996
2022,9,3,13,1293.43,1291,0.001882
2023,11,3,13,1403.96,1399,0.0035450000000000004
2024,12,3,13,1433.2,1438,0.003341
2025,13,3,13,1581.85,1582,9.8e-05
2026,14,3,13,1688.39,1702,0.007998
2027,15,3,13,1767.45,1792,0.013702
2028,16,3,13,1890.71,1922,0.016279
2029,17,3,13,2014.72,2042,0.013356999999999999
2030,18,3,13,2128.32,2173,0.020561000000000003
2031,19,3,13,2229.3,2273,0.019224
2032,20,3,14,2556.35,2612,0.021305
2033,21,3,14,2777.08,2843,0.023186000000000002
2034,22,3,14,2836.05,2903,0.023062
2035,0,10,8,112.87,109,0.035502
2036,1,10,8,300.46,280,0.07307999999999999
2037,2,10,8,393.36,390,0.008624
2038,3,10,9,549.6,611,0.100492
2039,4,10,9,626.35,677,0.074816
2040,5,10,9,724.27,772,0.061829999999999996
2041,6,10,9,795.12,841,0.054551
2042,7,10,9,934.99,981,0.046904
2043,8,10,9,1007.07,1051,0.041803
2044,9,10,9,1167.06,1211,0.036282
2045,11,10,9,1312.1,1361,0.035930000000000004
2046,13,10,9,1484.24,1541,0.036836
2047,14,10,9,1618.26,1661,0.025731999999999998
2048,15,10,9,1684.73,1741,0.032318
2049,16,10,9,1888.45,1929,0.021021
2050,20,10,9,2451.02,2519,0.026985000000000002
2051,21,10,9,2606.64,2669,0.023363
2052,22,10,9,2668.24,2729,0.022264
2053,0,10,13,174.5,180,0.030532999999999998
2054,1,10,13,306.69,300,0.0223
2055,2,10,13,482.12,481,0.0023350000000000003
2056,3,10,13,672.0,641,0.048366
2057,4,10,13,782.14,731,0.069953
2058,5,10,14,884.87,836,0.058458
2059,6,10,14,981.52,931,0.054269000000000005
2060,7,10,14,1138.84,1085,0.049624
2061,8,10,14,1201.63,1151,0.043988
2062,9,10,14,1391.24,1322,0.052374000000000004
2063,10,10,14,1498.6,1432,0.046507
2064,11,10,14,1618.16,1542,0.049391000000000004
2065,13,10,14,1746.32,1662,0.050735
2066,14,10,14,1822.65,1742,0.0463
2067,15,10,14,1881.86,1802,0.044318
2068,16,10,14,2012.66,1962,0.025820999999999997
2069,17,10,14,2122.86,2072,0.024544999999999997
2070,18,10,14,2271.32,2222,0.022195
2071,19,10,14,2375.5,2342,0.014306000000000001
2072,20,10,14,2647.75,2594,0.02072
2073,21,10,14,2827.57,2765,0.022628
2074,22,10,14,2884.54,2815,0.024703
2075,0,10,1,214.92,207,0.038261
2076,1,10,1,392.96,374,0.050694
2077,2,10,1,512.42,486,0.054361
2078,3,10,1,651.94,625,0.043111000000000003
2079,4,10,1,690.41,655,0.054063
2080,5,10,1,788.11,747,0.055028
2081,6,10,2,850.96,814,0.045406
2082,7,10,2,998.45,955,0.045493
2083,8,10,2,1061.89,1020,0.041069999999999995
2084,9,10,2,1174.0,1122,0.046347
2085,11,10,2,1280.26,1223,0.04682
2086,12,10,2,1314.1,1255,0.04709
2087,13,10,2,1484.51,1424,0.042492
2088,14,10,2,1668.9,1602,0.041762
2089,15,10,2,1728.03,1655,0.044125
2090,16,10,2,1840.23,1763,0.043808
2091,17,10,2,1963.25,1879,0.044836
2092,18,10,2,2093.52,2006,0.043631
2093,20,10,2,2308.92,2199,0.049987000000000004
2094,21,10,2,2525.01,2406,0.049464
2095,22,10,2,2593.77,2478,0.04672
2096,0,6,6,151.27,150,0.008468999999999999
2097,1,6,6,256.75,251,0.022890999999999998
2098,2,6,6,436.82,432,0.011169
2099,3,6,6,655.63,612,0.071298
2100,4,6,6,705.1,662,0.065104
2101,5,6,6,802.23,754,0.063967
2102,6,6,6,897.34,848,0.058181
2103,7,6,6,1058.53,1012,0.045982
2104,8,6,6,1143.42,1094,0.045173000000000005
2105,9,6,6,1339.02,1283,0.043663
2106,10,6,6,1455.43,1403,0.037367000000000004
2107,11,6,6,1601.47,1543,0.037895
2108,13,6,6,1728.55,1673,0.033202999999999996
2109,14,6,7,1835.23,1783,0.029294999999999998
2110,15,6,7,1908.5,1863,0.024419999999999997
2111,16,6,7,2073.34,2053,0.009907
2112,17,6,7,2186.42,2163,0.010827
2113,20,6,7,2445.75,2433,0.005242
2114,21,6,7,2641.74,2683,0.015378
2115,22,6,7,2705.46,2754,0.017627
2116,0,6,11,124.59,110,0.132632
2117,1,6,11,350.42,340,0.030643
2118,2,6,11,480.75,461,0.042852
2119,3,6,11,698.87,683,0.023237999999999998
2120,4,6,11,766.39,743,0.031476
2121,5,6,11,873.29,844,0.034703
2122,6,6,11,932.73,902,0.034066
2123,7,6,11,1114.33,1063,0.048292
2124,8,6,11,1196.76,1143,0.047031
2125,9,6,11,1428.57,1353,0.055853999999999994
2126,10,6,11,1495.87,1433,0.043874
2127,11,6,11,1611.99,1554,0.037319
2128,12,6,11,1657.1,1589,0.042855000000000004
2129,13,6,11,1822.82,1752,0.040425
2130,14,6,12,1957.94,1873,0.045348
2131,15,6,12,2055.75,1953,0.052610000000000004
2132,16,6,12,2183.82,2073,0.053457000000000005
2133,17,6,12,2290.22,2174,0.053457000000000005
2134,19,6,12,2425.75,2305,0.052388
2135,21,6,12,2624.97,2484,0.05675
2136,22,6,12,2715.71,2574,0.055054
2137,0,0,7,216.49,219,0.011474
2138,1,0,7,332.19,330,0.006648
2139,2,0,7,486.32,480,0.013172
2140,3,0,8,731.47,719,0.017343
2141,4,0,8,813.17,800,0.016461
2142,5,0,8,910.74,898,0.014187
2143,6,0,8,971.98,960,0.012475
2144,7,0,8,1133.39,1119,0.012863999999999999
2145,8,0,8,1218.14,1200,0.015118000000000001
2146,9,0,8,1389.24,1370,0.014047
2147,11,0,8,1495.99,1490,0.004018
2148,13,0,8,1701.24,1690,0.006648
2149,14,0,8,1772.0,1770,0.001129
2150,16,0,8,1902.43,1886,0.008711
2151,17,0,8,2000.92,1971,0.01518
2152,18,0,8,2108.42,2072,0.017578
2153,19,0,8,2188.5,2172,0.0075959999999999995
2154,20,0,8,2415.52,2372,0.018347
2155,21,0,8,2618.81,2603,0.006075
2156,0,1,8,142.04,162,0.123227
2157,1,1,8,275.93,302,0.086312
2158,3,1,8,501.53,512,0.020451
2159,4,1,8,554.95,561,0.010785
2160,5,1,8,653.93,663,0.013686000000000002
2161,6,1,9,747.72,755,0.009641
2162,7,1,9,904.81,936,0.033327999999999997
2163,8,1,9,973.25,1002,0.028689999999999997
2164,9,1,9,1096.07,1122,0.023112
2165,11,1,9,1228.7,1263,0.027156
2166,12,1,9,1255.91,1302,0.035399
2167,13,1,9,1431.39,1473,0.028247
2168,14,1,9,1548.15,1583,0.022018
2169,15,1,9,1646.69,1683,0.021574
2170,16,1,9,1791.06,1824,0.018061
2171,17,1,9,1909.14,1944,0.017933
2172,18,1,9,2016.18,2055,0.018892
2173,19,1,9,2142.26,2175,0.015055
2174,20,1,9,2477.17,2496,0.0075450000000000005
2175,21,1,9,2628.05,2646,0.006784
2176,22,1,9,2681.0,2696,0.005563
2177,0,1,13,199.09,212,0.060874
2178,1,1,13,397.05,423,0.061350999999999996
2179,2,1,14,526.74,543,0.029954
2180,3,1,14,736.44,743,0.008825
2181,4,1,14,827.11,863,0.041582
2182,5,1,14,923.64,953,0.030812
2183,6,1,14,979.09,1007,0.027717000000000002
2184,7,1,14,1124.97,1160,0.030197
2185,8,1,14,1209.64,1244,0.027623
2186,9,1,14,1355.24,1404,0.034732
2187,10,1,14,1456.15,1505,0.032458999999999995
2188,11,1,14,1556.13,1605,0.030447000000000002
2189,13,1,14,1711.16,1748,0.021075999999999998
2190,14,1,14,1850.25,1887,0.019474
2191,15,1,14,1967.18,2028,0.029991000000000004
2192,16,1,14,2090.6,2145,0.02536
2193,17,1,14,2236.2,2298,0.026891
2194,18,1,14,2374.39,2438,0.02609
2195,19,1,14,2474.88,2547,0.028314
2196,20,1,14,2767.06,2838,0.024995
2197,21,1,14,2963.34,3017,0.017787
2198,22,1,14,3024.87,3069,0.014378
2199,0,2,1,119.69,129,0.072134
2200,1,2,1,232.71,240,0.030387
2201,2,2,1,429.33,420,0.02222
2202,3,2,1,564.42,539,0.047169
2203,4,2,1,613.67,600,0.022786
2204,5,2,2,717.62,709,0.012155
2205,7,2,2,857.84,858,0.00018700000000000002
2206,8,2,2,931.7,929,0.002911
2207,9,2,2,1124.93,1119,0.005297
2208,11,2,2,1279.5,1278,0.001173
2209,13,2,2,1444.11,1441,0.002157
2210,14,2,2,1626.51,1631,0.002752
2211,15,2,2,1722.13,1721,0.000657
2212,16,2,2,1827.65,1826,0.0009019999999999999
2213,17,2,2,1952.87,1951,0.000958
2214,18,2,2,2076.24,2071,0.002532
2215,19,2,2,2189.3,2181,0.003805
2216,20,2,2,2581.21,2581,8.2e-05
2217,21,2,2,2817.71,2792,0.00921
2218,1,2,9,158.86,160,0.007137999999999999
2219,3,2,9,361.85,310,0.167269
2220,4,2,9,414.14,359,0.153598
2221,5,2,9,512.83,460,0.11484200000000001
2222,6,2,9,590.91,539,0.096308
2223,7,2,9,739.65,690,0.07195599999999999
2224,8,2,9,822.42,770,0.06807200000000001
2225,9,2,9,974.02,920,0.058713999999999995
2226,11,2,9,1081.84,1020,0.060623
2227,12,2,9,1111.89,1050,0.058945000000000004
2228,13,2,9,1271.03,1199,0.060076
2229,14,2,9,1342.87,1269,0.058210000000000005
2230,15,2,9,1419.05,1349,0.051924
2231,16,2,9,1542.73,1459,0.057387
2232,17,2,9,1680.75,1600,0.050468
2233,18,2,9,1762.86,1670,0.055607000000000004
2234,19,2,9,1890.58,1790,0.056192
2235,20,2,9,2142.55,2042,0.049242
2236,21,2,9,2297.31,2242,0.024671000000000002
2237,22,2,10,2362.98,2322,0.017649
2238,0,2,14,96.05,100,0.03953
2239,1,2,14,186.36,200,0.068199
2240,2,2,14,275.74,280,0.015219
2241,3,2,14,438.04,431,0.016337
2242,4,2,14,559.27,561,0.003085
2243,5,2,14,653.05,648,0.007797
2244,6,2,14,718.75,711,0.0109
2245,7,2,14,866.53,861,0.006423999999999999
2246,8,2,14,941.79,932,0.0105
2247,9,2,14,1131.36,1101,0.027575
2248,11,2,14,1233.25,1202,0.026001
2249,12,2,14,1264.16,1232,0.026101999999999997
2250,13,2,14,1396.68,1361,0.026217
2251,14,2,14,1584.47,1552,0.020921000000000002
2252,15,2,14,1673.85,1642,0.019396
2253,16,2,14,1786.78,1742,0.025705000000000002
2254,17,2,14,1940.62,1902,0.020307
2255,18,2,14,2131.53,2094,0.017924000000000002
2256,19,2,14,2247.39,2204,0.019685
2257,20,2,14,2537.18,2504,0.013249
2258,21,2,15,2724.88,2683,0.015609
2259,22,2,15,2776.8,2734,0.015655000000000002
2260,0,3,1,82.19,80,0.027395999999999997
2261,1,3,1,227.24,211,0.076958
2262,2,3,1,380.14,361,0.053015
2263,3,3,1,511.09,461,0.10865599999999999
2264,4,3,1,572.01,526,0.087465
2265,5,3,1,649.44,601,0.080599
2266,6,3,1,706.47,658,0.073656
2267,7,3,1,847.78,801,0.05840700000000001
2268,8,3,1,909.48,861,0.056309000000000005
2269,9,3,2,1065.67,997,0.068872
2270,10,3,2,1125.62,1052,0.069977
2271,11,3,2,1224.04,1143,0.070898
2272,13,3,2,1352.03,1276,0.059587
2273,14,3,2,1432.17,1356,0.056174
2274,15,3,2,1501.42,1426,0.052886
2275,16,3,2,1654.96,1606,0.030488
2276,17,3,2,1756.33,1696,0.035574
2277,18,3,2,1843.29,1776,0.037891
2278,19,3,2,1956.9,1876,0.043122
2279,20,3,2,2208.31,2126,0.038718
2280,21,3,2,2394.36,2337,0.024544999999999997
2281,22,3,2,2462.39,2397,0.027281
2282,0,3,11,167.24,170,0.01625
2283,1,3,11,310.58,320,0.029441000000000002
2284,2,3,11,496.66,490,0.013586
2285,3,3,11,665.65,610,0.091236
2286,4,3,11,714.9,660,0.083186
2287,7,3,11,877.82,839,0.046268000000000004
2288,8,3,11,955.22,911,0.04854
2289,9,3,11,1082.08,1031,0.049542
2290,11,3,11,1187.46,1141,0.04072
2291,12,3,11,1219.6,1176,0.037075
2292,13,3,11,1367.64,1321,0.035305
2293,14,3,11,1515.4,1477,0.025999
2294,15,3,11,1608.05,1552,0.036116
2295,16,3,11,1734.71,1678,0.033794
2296,17,3,11,1868.06,1813,0.030371
2297,18,3,11,1976.98,1934,0.022222
2298,19,3,11,2104.24,2054,0.024462
2299,21,3,12,2273.87,2206,0.030768
2300,22,3,12,2319.15,2247,0.032112
2301,0,4,9,218.25,229,0.046947
2302,1,4,9,405.52,410,0.010920000000000001
2303,2,4,9,587.99,600,0.020013999999999997
2304,3,4,9,747.6,790,0.05366699999999999
2305,4,4,9,793.83,840,0.054959
2306,5,4,9,891.99,930,0.040875
2307,6,4,9,944.98,984,0.039657
2308,7,4,9,1092.9,1148,0.047993
2309,8,4,9,1166.5,1219,0.043068
2310,9,4,9,1311.6,1360,0.035587
2311,11,4,9,1423.52,1470,0.03162
2312,12,4,9,1455.62,1495,0.026338999999999998
2313,13,4,9,1573.53,1611,0.023258
2314,14,4,9,1671.58,1710,0.022468000000000002
2315,15,4,9,1749.08,1791,0.023403999999999998
2316,16,4,9,1899.29,1940,0.020984
2317,17,4,9,1998.7,2040,0.020243999999999998
2318,18,4,9,2103.34,2141,0.017588
2319,20,4,9,2397.1,2411,0.005767
2320,21,4,9,2544.18,2571,0.010431000000000001
2321,22,4,9,2610.33,2631,0.007856
2322,0,4,13,171.61,200,0.141965
2323,1,4,13,297.38,340,0.125339
2324,2,4,13,483.93,530,0.086924
2325,3,4,13,674.71,750,0.100387
2326,4,4,13,743.28,830,0.104478
2327,5,4,13,844.9,940,0.101172
2328,6,4,13,907.74,1004,0.09587799999999999
2329,7,4,13,1044.28,1140,0.083962
2330,8,4,13,1117.97,1213,0.078345
2331,9,4,13,1263.92,1354,0.066528
2332,11,4,13,1359.27,1445,0.059329
2333,12,4,14,1386.59,1465,0.053520000000000005
2334,13,4,14,1512.77,1587,0.046775
2335,14,4,14,1584.26,1657,0.043896
2336,15,4,14,1652.19,1728,0.043873
2337,16,4,14,1766.9,1858,0.049032
2338,17,4,14,1875.32,1967,0.046610000000000006
2339,18,4,14,1986.33,2079,0.044574
2340,19,4,14,2122.24,2219,0.043604000000000004
2341,20,4,14,2401.57,2499,0.038988999999999996
2342,21,4,14,2571.85,2650,0.02949
2343,22,4,14,2634.99,2720,0.031255
2344,0,10,8,159.39,180,0.114488
2345,1,10,8,279.43,300,0.068566
2346,2,10,9,413.26,430,0.038939999999999995
2347,3,10,9,605.38,650,0.068642
2348,4,10,9,666.32,710,0.061514
2349,5,10,9,757.43,803,0.05675
2350,6,10,9,835.99,883,0.053239
2351,7,10,9,999.41,1047,0.045458
2352,8,10,9,1062.81,1110,0.042513
2353,9,10,9,1196.42,1240,0.035148
2354,11,10,9,1311.66,1349,0.027679000000000002
2355,12,10,9,1339.28,1384,0.032316000000000004
2356,13,10,9,1502.37,1540,0.024436000000000003
2357,14,10,9,1612.65,1650,0.022634
2358,15,10,9,1716.47,1761,0.025285
2359,16,10,9,1849.95,1911,0.031944
2360,17,10,9,1957.76,2011,0.026474
2361,18,10,9,2091.07,2141,0.023323
2362,19,10,9,2201.09,2271,0.030786
2363,20,10,9,2585.55,2641,0.020995
2364,21,10,9,2739.4,2810,0.025124
2365,22,10,9,2803.59,2872,0.023818000000000002
2366,0,10,13,107.85,110,0.019538999999999997
2367,1,10,13,200.97,200,0.004843999999999999
2368,2,10,13,327.59,330,0.007317000000000001
2369,3,10,13,492.15,490,0.004389
2370,4,10,14,561.69,570,0.014584
2371,5,10,14,651.95,661,0.013693
2372,6,10,14,709.52,719,0.013191
2373,7,10,14,866.29,871,0.005413
2374,8,10,14,930.25,932,0.0018739999999999998
2375,9,10,14,1062.72,1077,0.013256
2376,11,10,14,1152.83,1165,0.010449
2377,13,10,14,1259.4,1267,0.0059960000000000005
2378,14,10,14,1339.58,1367,0.020057
2379,15,10,14,1407.27,1438,0.021368
2380,16,10,14,1524.36,1547,0.014636000000000001
2381,17,10,14,1643.64,1669,0.015194999999999998
2382,18,10,14,1764.42,1800,0.019768
2383,19,10,14,1864.63,1889,0.012903999999999999
2384,20,10,14,2192.19,2202,0.004454
2385,21,10,14,2366.67,2362,0.001979
2386,22,10,14,2417.86,2412,0.00243
2387,0,6,8,163.4,170,0.038825
2388,1,6,8,268.16,269,0.003113
2389,2,6,8,400.86,400,0.00216
2390,3,6,8,611.09,570,0.072088
2391,4,6,8,662.32,630,0.051306
2392,5,6,8,752.33,735,0.023575
2393,6,6,8,819.48,803,0.020523
2394,7,6,8,976.58,970,0.006783
2395,8,6,8,1049.42,1040,0.009058
2396,9,6,8,1174.83,1210,0.029064
2397,10,6,9,1263.47,1300,0.0281
2398,11,6,9,1369.02,1411,0.029751
2399,12,6,9,1399.19,1451,0.035705
2400,13,6,9,1592.93,1642,0.029883999999999997
2401,14,6,9,1687.61,1742,0.031219999999999998
2402,15,6,9,1766.48,1812,0.02512
2403,16,6,9,1932.98,1991,0.029141000000000004
2404,17,6,9,2051.64,2102,0.023956
2405,18,6,9,2169.4,2222,0.023674
2406,19,6,9,2273.44,2322,0.020911000000000003
2407,20,6,9,2532.91,2582,0.019011
2408,21,6,9,2689.27,2772,0.029845
2409,22,6,9,2751.98,2832,0.028257
2410,2,0,1,139.66,160,0.127139
2411,3,0,1,306.43,331,0.07421799999999999
2412,4,0,1,358.31,370,0.031589
2413,5,0,1,440.06,455,0.032831
2414,6,0,1,541.79,556,0.025552000000000002
2415,7,0,1,719.93,739,0.025802
2416,8,0,1,803.0,820,0.020730000000000002
2417,9,0,1,1003.37,1020,0.016308
2418,11,0,2,1119.55,1141,0.018803
2419,12,0,2,1148.76,1171,0.018992
2420,13,0,2,1304.3,1321,0.01264
2421,14,0,2,1415.7,1442,0.018241
2422,15,0,2,1519.19,1552,0.021141999999999998
2423,16,0,2,1641.96,1691,0.028999999999999998
2424,18,0,2,1738.71,1791,0.029195999999999996
2425,19,0,2,1847.03,1912,0.03398
2426,20,0,2,2363.38,2432,0.028213
2427,22,0,2,2453.06,2532,0.031177
2428,0,0,8,171.31,159,0.077396
2429,1,0,8,453.81,450,0.008472
2430,2,0,8,644.5,640,0.007037000000000001
2431,3,0,8,848.45,831,0.020995
2432,4,0,8,948.06,929,0.020521
2433,5,0,8,1086.04,1071,0.014039
2434,7,0,8,1256.17,1237,0.015501
2435,8,0,8,1316.4,1299,0.013394
2436,9,0,8,1418.97,1440,0.014601
2437,10,0,8,1491.91,1511,0.012636
2438,11,0,8,1586.59,1612,0.015761
2439,12,0,8,1608.43,1651,0.025783999999999998
2440,13,0,9,1778.93,1842,0.034238
2441,14,0,9,1858.81,1921,0.032376
2442,15,0,9,1968.94,2032,0.031034
2443,16,0,9,2102.24,2152,0.023119999999999998
2444,17,0,9,2206.57,2261,0.024074
2445,18,0,9,2321.5,2392,0.029475
2446,19,0,9,2409.77,2492,0.032999
2447,20,0,9,2624.31,2712,0.032333999999999995
2448,21,0,9,2791.23,2898,0.036843
2449,22,0,9,2836.82,2942,0.035751
2450,0,1,12,152.5,149,0.023502000000000002
2451,3,1,12,361.54,440,0.178319
2452,4,1,12,457.22,539,0.15171700000000002
2453,11,1,12,602.91,688,0.123678
2454,12,1,12,634.82,718,0.115844
2455,13,1,12,845.6,919,0.07986900000000001
2456,14,1,12,915.42,988,0.073462
2457,15,1,12,1008.79,1099,0.082084
2458,16,1,12,1164.01,1237,0.05901
2459,17,1,13,1262.34,1340,0.057959000000000004
2460,18,1,13,1333.68,1429,0.066702
2461,19,1,13,1505.72,1609,0.064186
2462,20,1,13,2008.96,2150,0.065602
2463,21,1,13,2262.65,2370,0.045295
2464,22,1,13,2333.25,2450,0.047652999999999994
2465,0,2,8,160.5,160,0.0031030000000000003
2466,1,2,8,296.14,281,0.053887
2467,2,2,8,491.93,481,0.022713999999999998
2468,3,2,8,672.75,692,0.027818
2469,4,2,8,771.78,812,0.049533999999999995
2470,5,2,8,861.78,902,0.044585
2471,6,2,8,938.17,982,0.044631
2472,7,2,8,1126.57,1152,0.022076
2473,8,2,8,1199.38,1232,0.02648
2474,9,2,8,1394.46,1482,0.059066999999999995
2475,11,2,8,1498.32,1582,0.052894000000000004
2476,12,2,8,1532.31,1606,0.045886
2477,13,2,8,1663.83,1732,0.039359
2478,14,2,8,1773.63,1842,0.037114999999999995
2479,15,2,8,1831.42,1892,0.032017000000000004
2480,16,2,8,1991.51,2052,0.029481
2481,17,2,8,2084.8,2132,0.022141
2482,20,2,8,2314.19,2342,0.011873
2483,21,2,8,2479.33,2512,0.013007
2484,22,2,9,2542.16,2572,0.011603
2485,0,3,8,138.11,140,0.013477000000000001
2486,1,3,8,310.04,310,0.000117
2487,2,3,8,505.9,530,0.045472000000000005
2488,3,3,8,742.98,700,0.061403
2489,4,3,8,794.38,750,0.059175
2490,5,3,8,901.75,860,0.048546
2491,6,3,8,961.56,915,0.05088
2492,7,3,8,1101.16,1060,0.038827999999999994
2493,8,3,8,1174.11,1130,0.039034
2494,9,3,8,1280.98,1260,0.016651
2495,11,3,8,1386.94,1360,0.019811000000000002
2496,13,3,9,1524.7,1492,0.021914
2497,14,3,9,1616.03,1592,0.015094
2498,15,3,9,1695.0,1682,0.007729000000000001
2499,16,3,9,1826.74,1805,0.012046
2500,17,3,9,1976.32,1966,0.005247
2501,18,3,9,2056.77,2047,0.0047729999999999995
2502,19,3,9,2164.07,2157,0.003278
2503,20,3,9,2394.62,2397,0.000991
2504,21,3,9,2554.49,2577,0.008734
2505,22,3,9,2610.13,2637,0.010191
2506,0,2,2,220.54,230,0.041134
2507,1,2,2,454.89,497,0.084719
2508,2,2,2,653.69,670,0.024347999999999998
2509,3,2,2,837.26,860,0.026444
2510,4,2,2,908.28,931,0.024403
2511,5,2,2,1036.8,1059,0.020962
2512,6,2,2,1142.44,1161,0.015989
2513,9,2,2,1349.33,1351,0.001235
2514,12,2,2,1389.39,1401,0.008284999999999999
2515,14,2,2,1570.54,1582,0.007243
2516,15,2,2,1677.55,1692,0.008537000000000001
2517,16,2,2,1812.11,1822,0.005429
2518,17,2,2,1954.55,1972,0.008851000000000001
2519,18,2,2,2062.88,2102,0.018612
2520,20,2,3,2503.68,2575,0.027697000000000003
2521,22,2,3,2581.33,2655,0.027749
2522,0,3,8,210.79,204,0.033287
2523,1,3,8,316.75,304,0.041935
2524,2,3,8,440.69,422,0.044291000000000004
2525,3,3,8,695.69,625,0.113103
2526,4,3,8,753.88,704,0.070858
2527,5,3,9,850.33,805,0.056308000000000004
2528,6,3,9,940.49,895,0.050827
2529,7,3,9,1094.02,1044,0.047914
2530,8,3,9,1169.47,1115,0.04885
2531,9,3,9,1278.56,1234,0.036114
2532,11,3,9,1391.76,1364,0.020349000000000003
2533,12,3,9,1428.85,1400,0.020609
2534,13,3,9,1558.41,1525,0.021911
2535,14,3,9,1718.68,1683,0.0212
2536,15,3,9,1782.91,1734,0.028204000000000003
2537,16,3,9,1923.54,1874,0.026435000000000004
2538,17,3,9,2035.03,1984,0.025719
2539,18,3,9,2155.56,2110,0.021592
